TWEET,MESSAGE,MATCH,POLARITY
2216,jaicabajar If I had a flu ate a donut and then recovered that doesn t mean that the donut helped me recover I hope Defensor realiz,"['helped', 'recover']",Positive
2217,oricon Snow Man SnowMan honeylemo,[],Neutral
2218,Leather wrapping around her head A portable ball gag dragging the bat towards the table like a fish on a line her,"['like', 'portable', 'dragging']",Positive
2219,A pile of garbage Face pressed against the cold hard steel the man with a mask of vengeance Grabbed a long black,"['cold', 'garbage', 'hard', 'vengeance']",Negative
2220,My whole body can be hot but my feet oh they gone be cold,"['hot', 'cold']",Neutral
2221,oricon Snow Man SnowMan honeylemo,[],Neutral
2222,rocha earl aagcobb1 GovAndyBeshear It s an Insignificant number and is nothing to brag about Kentucky had the b,['insignificant'],Negative
2223,defdaily i unes First 1 for Call Me is from Estonia Cold Night is also 4 in Argentina Please purchase Call Me amp Cold Night,['cold'],Negative
2224,k0mmunicat0r GlenBayat Cold coffee with vodka or Irish Coffee,['cold'],Negative
2225,ext awry my sweat is never cold it s always ED hot lol,"['hot', 'cold']",Neutral
2226,Milk eaMM M AM Hlaing 16th ward errorists rioted in Hlaing MarLarMyaing 6th ward destroyed cars doors robbed cold drinks amp violently,"['cold', 'violently']",Negative
2227,stephenkeeler Mechanisms of Antimicrobial esistance Espionage in the 2nd World War and Cold War Practical Infor,['cold'],Negative
2228,WeWillBeFree82 SA S CoV2 was already circulating around the world as early as September 2019 Nobody in the Northern hemisphere notice,[],Neutral
2229,Alexandriaslens Just dropped my first NF on withFND his video has over 900k views across all platforms amp this is the first time,[],Neutral
2230,realjuliasong If theres a vaccine passport for covid why not for flu And aids And tuberculosis Why is this only about covid,[],Neutral
2231,UKsnow updates Ngl it is actually cold I m out in a thin hoodie bc it s 8 degrees but the wind is F EEZING,['cold'],Negative
2232,mugi taro rinu snow LINE,[],Neutral
2233,fall ik it s a season but still or foggy and cold,"['cold', 'fall']",Negative
2234,silence descends cern portal distorted screaming from snow into somethinfg beautiful Eden like Hawai i,"['beautiful', 'like', 'distorted']",Positive
2235,Chim ezie Factsssss Dirty looks when u come in getting the cold shoulder when u try talk to co workers manage,"['cold', 'dirty']",Negative
2236,biochem fan Microscopy Advances in cryo EM and ED with a cold field emission beam and energy filtration efinements of the C YO A M,['cold'],Negative
2237,defdaily i unes First 1 for Call Me is from Estonia Cold Night is also 4 in Argentina Please purchase Call Me amp Cold Night,['cold'],Negative
2238,Kinda hot tonight but yea,['hot'],Positive
2239,guys where can I find the snow halation flp,[],Neutral
2240,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2241,oricon Snow Man LOVE Steady SnowMan steady,"['love', 'steady']",Positive
2242,Hlaing 16th ward errorists rioted in Hlaing MarLarMyaing 6th ward destroyed cars doors robbed cold drinks amp viole,['cold'],Negative
2243,HOY ANG INI PAKIBUKAS NAMAN YANG MGA COLD NYONG CONVO FLZ HANK YOU,['cold'],Negative
2244,mercurialcrown NSFW 18 pet snow EDENshipping EDENSK8,[],Neutral
2245,Skeletoncross11 charlieIN EL COD racker Your not wrong Cold War is much better at being shit and one of the wors,"['better', 'cold', 'shit', 'wrong']",Negative
2246,NanYinNyoLin Hlaing 16th ward errorists rioted in Hlaing MarLarMyaing 6th ward destroyed cars doors robbed cold drinks amp violently b,"['cold', 'violently']",Negative
2247,SusanMichie I can t forgive BorisJohnson for not in March 20 funding and supporting our excellent historical meth,"['excellent', 'supporting']",Positive
2248,nohoez see as Kong sit down e remain to ask for cold malt and milk,['cold'],Negative
2249,No but it s cold,['cold'],Negative
2250,oyalNavy Welcome home for Easter from the freezer HMSLANCAS E he frigate arrived in Portsmouth today after a cold few weeks fi,"['welcome', 'cold']",Neutral
2251,astrotheloml You can click this link,[],Neutral
2252,SenatorDurbin he fact that overcrowding of kids at our borders occurred under both the Obama and rump Admins is cold comfort as we s,"['comfort', 'cold']",Neutral
2253,Are you asking for a cold war cause this is how you get a cold war,['cold'],Negative
2254,gegefication COLD SIDE OF HE BED pt 2 luckae nsfw fic thread warning for ntr and kaeya s boypussy,"['cold', 'warning']",Negative
2255,GMB MarkDrakeford 6000 variants in winter flu get a virologist on I dare you,[],Neutral
2256,AlphaclassA C arrpucks Expand Mind1 CNN Healthy people under 50 have much worse odds with the flu than the chin,"['healthy', 'worse']",Neutral
2257,Ew I d hate to be in the cold weather right now,"['right', 'cold', 'hate']",Negative
2258,Free the chickens Cooped up because of bird flu risk the chooks are free again Looking forward to golden yolks a,"['free', 'golden', 'risk']",Positive
2260,phpi Paul Hull HiltiGB LeamingtonSBC CarlYeomanson Vipergas AB GasSafePete SmailesBen betateach juhearn1 whampplumbing A Cl,[],Neutral
2261,shinchocalendar Snow Man 2021 4 2022 3 Johnnys Official 9,[],Neutral
2262,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2263,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2264,chukoseishimbun Snow Man 4 2,[],Neutral
2265,ymms Black Ops 4 was better than Cold War,"['better', 'cold']",Neutral
2266,Snow,[],Neutral
2267,DailyMirror Snow to hit as Arctic blast brings bitterly cold Easter days after 24C sun,"['bitterly', 'cold']",Negative
2268,valjericho cieloazuree rosedeljhane mkyglln maka sapot kay tung cold water ang na butang nako sa cup noodles bushit,['cold'],Negative
2269,Explain to me why it s so cold this morning,['cold'],Negative
2270,phpi Paul Hull HiltiGB LeamingtonSBC CarlYeomanson Vipergas AB GasSafePete SmailesBen betateach juhearn1 whampplumbing A Cl,[],Neutral
2271,Wikimon news GaruruMetal DGM type Medarot A mysterious Medarot thought to be a metallized wolf It is said to have been developed wit,['mysterious'],Negative
2272,WeWillBeFree82 SA S CoV2 was already circulating around the world as early as September 2019 Nobody in the Northern hemisphere notice,[],Neutral
2273,Shooky being mistreated by Bighit a thread 1 BH made me white 2 BIGHI GAVE ME A WHA 3 hey throw me in,[],Neutral
2274,BK BeatYourBest BK B C,[],Neutral
2275,craz tom NotAlexSheppard So the flu did nothing Flu numbers went to zero,[],Neutral
2276,mn enta Snow Man steady LOVE SnowMan steady ZE O,"['love', 'steady']",Positive
2277,ria ren ryohei Vl Guys Snow Man 2 DM,[],Neutral
2278,mollybroooke Even in cold days I prefer to be naked Go to see my uncensored exclusive content in my Onlyfans page Link on my p,"['prefer', 'cold']",Neutral
2279,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2280,modelpress Snow Man steady,['steady'],Positive
2281,defdaily i unes First 1 for Call Me is from Estonia Cold Night is also 4 in Argentina Please purchase Call Me amp Cold Night,['cold'],Negative
2282,Being Asian doesn t excuse you from being a cold blooded asshole here s good and bad everywhere He stood there a,"['good', 'bad', 'cold', 'excuse']",Negative
2283,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
2284,OWCalifornia Signs you re from California 1 Complain when it s hot 2 Complain when it s cold,"['hot', 'cold', 'complain']",Negative
2285,tos EQUES SnowMan M V FridayLivestream Snow Man Grandeur Snow Man 3rd single Grandeur c,['grandeur'],Positive
2286,iloveprdsdef i unes 10 2 Scene 3 9 Cold Night 12 Call me 18 Ju,['cold'],Negative
2287,Cold ock Ice Creamerie bin outing,['cold'],Negative
2288,oricon Snow Man LOVE Steady SnowMan steady,"['love', 'steady']",Positive
2289,BK BeatYourBest BK B C,[],Neutral
2290,daisyarabellaxo Platform snow boots,[],Neutral
2291,Awh shit,['shit'],Negative
2292,astrotheloml snow,[],Neutral
2293,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
2294,me,[],Neutral
2295,n o consigo acreditar que vou ouvir fairy snow dublado,[],Neutral
2296,SN 20200122 2021 04 07 elease Snow Man ZE O 2020 he Movie,[],Neutral
2297,NoxNonozi Barobala se China bana ba Usathi uthi uya shifta leg on your face then duku duku blanke,[],Neutral
2298,Snow Mile Aqu3ra,[],Neutral
2299,I d rather take the time to keep my fianc Winter happy,['happy'],Positive
2300,Precious blood has left me forgiven Pure like the whitest of snow Powerful to make sin and shame retreat his coven,"['like', 'powerful', 'precious', 'pure', 'retreat', 'shame', 'sin']",Positive
2301,georgehahn Because transgender is just too weird for people who live inside snow globes heDumbest,['weird'],Negative
2302,WHY COLd,['cold'],Negative
2303,wales lad Cricrifi 66 flu cases in Ontario this year 66,[],Neutral
2304,sandorokis they were playing charades and the sentence was san who caught a cold after running on the treadmill in a crop tee and wh,['cold'],Negative
2305,UKsnow updates BI E LY COLD CONDI IONS WILL IMPAC HE U K ODAY SEVE E SNOWS O MS F EEZING WINDCHILLS AND 20F SNOW D IF S ALL,['cold'],Negative
2306,glowingcanary Yes b c wearing masks when you have to go out and staying home when you re sick helps prevent the spreading We should,['sick'],Negative
2307,VEHICLE S OLEN COLD at 10300 NE HANCOCK S PO Portland Police PP21000086007 21 45 pdx911,['cold'],Negative
2308,ock On Skeleton Hands Beanie Winter Hat Soft Stretch hick Knitted Cap for Cold Weather Unisex Black,"['soft', 'cold']",Neutral
2309,IGO 7 SLV i unes El Salvador JAYBDEF 1 Sweet Dream 2 Call me 3 Cold Night OFFSHO E Scene3 DEF JAEBEOM JAYB,"['sweet', 'cold']",Neutral
2310,Snow Man 1 1 2020 he Movie,[],Neutral
2311,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2312,Snow Man amp snowman,[],Neutral
2313,Henry ait8 Spot ight On my friend amp that s a Stone cold fact BothVotesSNP,['cold'],Negative
2314,iloveprdsdef i unes 10 2 Scene 3 9 Cold Night 12 Call me 18 Ju,['cold'],Negative
2315,Secret Garden1 Looks cold,['cold'],Negative
2316,beeple COLD S O AGE,['cold'],Negative
2317,Most of March is mud and what isn t mud in March is ugly late season snow falling onto the ground in filthy muddy h,"['falling', 'filthy', 'muddy', 'ugly']",Negative
2318,e amo cold war,['cold'],Negative
2319,monnicvv gf who is always cold bf who always cuddles her,['cold'],Negative
2320,JulioM73719400 hank you Lord knight sama and snow hugs my snow s bee,[],Neutral
2321,VGweb Snow Man SnowMan NHK BS Premium nhk dramas,['bs'],Negative
2322,sukissukidesu KevanKenney M V Wow Please play Grandeur by Snow Man EQUES SnowMan M V FridayLivestream,"['grandeur', 'wow']",Positive
2323,8 EQUES arashi5official M V FridayLivestream A ASHI Whenever You Call I Can t Wait For Christm,[],Neutral
2324,AboutVirgos Virgos are earthly and they may seem cold and detached but underneath is a strong passionate person with a loving heart,"['loving', 'passionate', 'strong', 'cold']",Positive
2325,Ofuyu03 KevanKenney M V EQUES SnowMan M V FridayLivestream Surrounded by the crowd Snow Man is alive and kicking gt gt,[],Neutral
2326,jadc Coponnnn Martirios19 Espero que compartas la playlist con todos nosotros Metallica sac un disco de versiones con joyazas com,[],Neutral
2327,sunosoku info 4 2,[],Neutral
2328,VEHICLE S OLEN COLD at 10300 NE HANCOCK S PO Portland Police PP21000086007 21 45 pdx911 portland pdx,['cold'],Negative
2329,briannaa xo25 Please don t ever get tired of being a good person with a good heart I kno it sucks being taken advantage of and feelin,"['advantage', 'good', 'sucks', 'tired']",Neutral
2330,sharoncanavar How much you charging Bit cold today blanket included,['cold'],Negative
2331,KCA MOUCHE We don t ask for cold drinks in a drive through We only ask for cold drinks at functions we ask for shit by name i,"['cold', 'shit']",Negative
2332,100gecslyricbot taking off my work clothes workin in a cold one forty five group texts fifty group dms send another text askin me,"['work', 'cold']",Neutral
2333,simsy1977 ajtwenty2 honda52807071 Agree I ve had heavy head cold approx 10 days after husband vax I m thinkin,['cold'],Negative
2334,lucas toledano VeganGooch ricardourivera aziz zaydan MiniUziHorzntl COD Gamepedia Not a Single MW 6v6 Map is,[],Neutral
2335,JonnyF75 I was so ill after mine Full on flu Only lasted 24hrs if that helps,[],Neutral
2336,YOOO1515 KevanKenney M V EQUES SnowMan M V FridayLivestream M V Snow Man Performan,[],Neutral
2337,Dear God I ask you to make my heart cold tonight From all strangers all bustas y know whatim talking bout,['cold'],Negative
2338,Morning everyone hope you have a good day And avoid the snow Crazy weather 22 to 2,"['good', 'crazy']",Neutral
2339,heMontyDon Last night I took out all the stipa tenuissima from the Paradise Garden soil too wet cold and claggy and replaced it wi,"['paradise', 'cold']",Neutral
2340,MarshallMcPeek It shouldn t be cold going north but originally cold coming from the north or more water because of,['cold'],Negative
2341,undeadscribe How long did you have it It came and went like the flu for me,['like'],Positive
2342,im usa99b2 KevanKenney I will support Snow Man so that they can continue to be in the top 5 EQUES SnowMan M V FridayLivestrea,"['support', 'top']",Positive
2343,oricon Snow Man,[],Neutral
2344,Awaken the power 2017 12 Saint Aqours Snow,['saint'],Positive
2345,AA snow top 24,['top'],Positive
2346,oricon Snow Man SnowMan honeylemo,[],Neutral
2347,4 Please play urning Up by A ASHI EQUES arashi5official M V FridayLivestream A ASHI,[],Neutral
2348,I love his character even if sometimes it s kind of crazy cold hearted and weird type but when he does the senti,"['love', 'cold', 'crazy', 'weird']",Negative
2349,im usa99b2 EQUES SnowMan M V FridayLivestream gt gt Grandeur My favorite Snow Man music video is KISSIN MY LIPS he reas,"['favorite', 'grandeur']",Positive
2350,Warblefly ECMWF Wow I can t imagine snow in June at all but yes I agree with the English teacher As soon as I,['wow'],Positive
2351,DisentisSedrun Snow eport 30cm to 156cm Powder Snow Ski Snow eport J2Ski,[],Neutral
2352,I can t do the cold anymore,['cold'],Negative
2353,YOVKO1515 KevanKenney M V EQUES SnowMan M V FridayLivestream M V Snow Man I LOVE Snow Man ZE,['love'],Positive
2354,liebe kurumi KevanKenney M V EQUES SnowMan M V FridayLivestream hanks Kevan I d like you to request Grandeur by Snow Man,"['grandeur', 'like']",Positive
2355,7 Please play urning Up by A ASHI EQUES arashi5official M V FridayLivestream A ASHI,[],Neutral
2356,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2357,im usa99b2 snowman world EQUES SnowMan M V FridayLivestream gt gt Grandeur My favorite Snow Man music video is KISSIN MY,"['favorite', 'grandeur']",Positive
2358,Damn that s cold,"['cold', 'damn']",Negative
2359,emperature is cold,['cold'],Negative
2360,worrtis An ideal job survey was done among Gen Z ladies 15 to 21 years old in Japan on I want to become an adult like them and,"['ideal', 'like']",Positive
2361,oricon Snow Man LOVE Steady SnowMan steady,"['love', 'steady']",Positive
2362,DailyMirror Snow to hit as Arctic blast brings bitterly cold Easter days after 24C sun,"['bitterly', 'cold']",Negative
2363,11 EQUES arashi5official M V FridayLivestream Please play urning Up by A ASHI A ASHI,[],Neutral
2364,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
2365,i was literally just thinking this LMFAOOOO i would get her in for free at the movies with your passes and she d gi,['free'],Positive
2366,AliAbunimah Another important expos of the US backed DC based Uyghur separatist extremists who are foot soldiers for the US empire s,"['important', 'extremists']",Neutral
2367,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
2368,iu stats IUofficial LILAC album GAON DIGI AL CHA Week 13 2 days amp 5 hours of tracking 4 LILAC NEW 7 Coin NEW 11,[],Neutral
2369,YOOO1515 KevanKenney M V EQUES SnowMan M V FridayLivestream I request Grandeur Snow Man,['grandeur'],Positive
2370,SnowMan 2o2o 9 Snow Man V 4 2 8 00 SnowMan,[],Neutral
2371,DatDamnShorty Nobody should have to work over 8 hours a day to make a good living his world really cold in so many aspects,"['good', 'work', 'cold']",Positive
2372,SAKU A0120333 KevanKenney M V Hi Kevan hanks for your tweeting I m rooting for Snow Man EQUES SnowMan M V FridayLivest,[],Neutral
2373,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2374,Bad reporting F we ordered from Deliveroo at the weekend amp got another cold meal by a driver using an Aldi bag,"['bad', 'cold']",Negative
2375,heJiminPost Source,[],Neutral
2376,ALaw adio CBSSports adio GOOD Scorecards play ball ladie s day hot dogs popcorn extra innings I always wi,"['good', 'hot']",Positive
2377,My aim was 2km but I will take this My target was 3days a week any form of work out amp I just did my third day I a,['work'],Positive
2378,4 EQUES arashi5official M V FridayLivestream A ASHI Party Starters Whenever You Call IN HE SUMM,[],Neutral
2379,5 EQUES arashi5official M V FridayLivestream A ASHI Party Starters Whenever You Call IN HE SUMM,[],Neutral
2380,oricon Snow Man LOVE Steady SnowMan steady,"['love', 'steady']",Positive
2381,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2382,im usa99b2 KevanKenney M V hank you Kevan Make It Hot is also my favorite Snow Man song EQUES SnowMan M V FridayLivestream,"['favorite', 'hot']",Positive
2383,PenguinUKBooks It was a bright cold day in April and the clocks were striking thirteen George Orwell Nineteen Eighty Four hro,"['bright', 'striking', 'cold']",Positive
2384,dennydraws Also just saw the original post witter Be emotional FEEL Fuck being cold be that pool of emotions,"['cold', 'fuck']",Negative
2385,Queer SSFanVic PlayAdoptMe Fly ide Frost Fury Normal Ghost Bunny Normal Snow Owl For your 2 Normal Frost Fury,"['frost', 'fury', 'queer']",Negative
2386,hoahele9 req KevanKenney M V hanks for the second chance Kevan Make It Hot is an intense and sexy look at Snow Man EQUE,"['hot', 'sexy', 'intense']",Positive
2387,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
2388,BurstSnow KevanKenney M V EQUES SnowMan M V FridayLivestream hank you Kevan he expressive power of Snow Man i,[],Neutral
2389,oricon Snow Man SnowMan honeylemo,[],Neutral
2390,Had my second vaccine yesterday for which I m grateful But blimey it s knocked me for six re flu symptoms Not f,"['grateful', 'symptoms']",Neutral
2391,kowalski 1123 Did you know that national show is an anagram of snow halation and this isn t even an April Fools joke,['joke'],Negative
2392,im usa99b2 Make It Hot Snow Man KISSIN MY LIPS Grandeur Kevan d D D EQUES SnowMan M,"['grandeur', 'hot']",Positive
2393,meeg595902 KevanKenney M V EQUES SnowMan M V FridayLivestream thanks Kevan Please play Grandeur by Snow Man Snow Man,['grandeur'],Positive
2394,hillsongunited Precious blood has left me forgiven Pure like the whitest of snow Powerful to make sin and shame retreat his covenant,"['covenant', 'like', 'powerful', 'precious', 'pure', 'retreat', 'shame', 'sin']",Positive
2395,Check out my broadcast from my PlayStation 4 PS4live Call of Duty Black Ops Cold War live at,['cold'],Negative
2396,GQZ8G1HGkkzXpQU KevanKenney M V hank you kevan hank you for the wonderful video by Snow Man Snow Man showed a great performance,"['great', 'wonderful']",Positive
2397,SwagBisaya19 StarFMBaguio SB19Official I don t fake relationships vibes or anything with people I just keep i,['fake'],Negative
2398,AEM Induction 21 687C Cold Air Induction System Fits 10 12 Genesis Coupe eBay,['cold'],Negative
2399,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
2400,BigBlueBoofer You re looking a bit cold why don t you come over here and snuggle up to a big warm dog I can make room Happy,"['happy', 'warm', 'cold']",Positive
2401,Nice,['nice'],Positive
2402,ockLeeSmile What do you call Isaac s tears when it gets cold in the basement Isaacles,['cold'],Negative
2403,ab11kit30ro14 Snow Man,[],Neutral
2404,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2405,DIOS COLD NIGH HELP,['cold'],Negative
2406,15 furby SNOW,[],Neutral
2407,jasminelep feat 46 aeyeon If 100 aeyeon Can You Hear Me It s crazy how these songs are undying on the OS charts haha,"['feat', 'crazy']",Neutral
2408,SNM burst aps KevanKenney M V 2 1 1 EQUES Snow Man EQUES SnowMan M V FridayLivest,[],Neutral
2409,AndrewWSYX6 Welcome to April Quick look back at March 2021 and it was historic Columbus OhioWX ended up 5 warmer than normal,"['warmer', 'welcome']",Positive
2410,Bf who is always cold gf who offers to warm his hands,"['warm', 'cold']",Neutral
2411,kenkelly1 Just had a phone call from my doctor s would I like a flu jab When I said why It s gone it s spring and nearly summer w,['like'],Positive
2412,vmintine jimin your hands are cold,['cold'],Negative
2413,wara3 usagi Snow Man Grandeur J D D EQUES SnowMan M V FridayLive,['grandeur'],Positive
2414,Ang init pero ang cold,['cold'],Negative
2415,jonimitchell unning through music s complex emotions Footage from Geffen ecords in Los Angeles on March 31 1991 Joni spent the d,['complex'],Negative
2416,this shit makes me itch so bad,"['bad', 'itch', 'shit']",Negative
2417,SnowMan tube 400 Snow Man 1 6,[],Neutral
2418,Check out my broadcast from my PlayStation 4 PS4live Call of Duty Black Ops Cold War live at,['cold'],Negative
2419,6 EQUES arashi5official M V FridayLivestream A ASHI urning Up IN HE SUMME kite Whe,[],Neutral
2420,7 EQUES arashi5official M V FridayLivestream A ASHI urning Up IN HE SUMME kite Whenev,[],Neutral
2421,liebe kurumi KevanKenney M V EQUES SnowMan M V FridayLivestream hanks Kevan I d like you to request Grandeur by Snow Man,"['grandeur', 'like']",Positive
2422,whisper foot Fun Fact Fire foxes are able to stand the cold with minimal clothing required,"['fun', 'cold']",Neutral
2423,oricon Snow Man SnowMan honeylemo,[],Neutral
2424,8 EQUES arashi5official M V FridayLivestream A ASHI urning Up IN HE SUMME kite When,[],Neutral
2425,oricon Snow Man SnowMan honeylemo,[],Neutral
2426,BobbyMcDonagh1 he Man Who Came In From the Brexit Cold John le Carr mrjamesob chrisgreybrexit campbellclaret dfatirl,['cold'],Negative
2427,10 EQUES arashi5official M V FridayLivestream A ASHI urning Up IN HE SUMME kite kaito,[],Neutral
2428,Girl you cold as ice You hot as hot sauce,"['hot', 'cold']",Neutral
2429,SnowMan tube 200 Snow Man 2 3,[],Neutral
2430,PEN AGON Spring Snow Premiere Showcase You ube,[],Neutral
2431,Why is it so cold I mean I love the cold So let me not complain,"['love', 'cold', 'complain']",Negative
2433,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2434,Imagine that,[],Neutral
2435,openmyastroeye capricorn placements can get really sarcastic and cold when they re mad,"['cold', 'mad', 'sarcastic']",Negative
2436,wara3 usagi EQUES SnowMan M V FridayLivestream Snow Man Grandeur,['grandeur'],Positive
2437,SnowMan tube 2 Snow Man Black Gold from ZE O 2020 he Movie SnowMan ZE O2020,['gold'],Positive
2438,lizziespeller I seem to remember snow occurring most Easters and even in May occasionally,[],Neutral
2439,junichiixo ryna make it snow inside Me,[],Neutral
2440,so freaking cold,"['cold', 'freaking']",Negative
2441,mrmarrcoldwar Weapons development was a big part of the Cold War Star Wars was a US plan to stop nuclear missil,['cold'],Negative
2442,SnowMan tube 300 2 Snow Man 2020 10 07 SnowMan,[],Neutral
2443,wara3 usagi EQUES SnowMan M V FridayLivestream Snow Man 35 D D 5 KISSIN MY LIPS,[],Neutral
2444,ockieSazza I m ok thanks a bit cold though compared to yesterday,['cold'],Negative
2445,zoeharcombe his is huge I would not be surprised if a proper audit reveals that deaths from not with Covid 19 were lower than the,['proper'],Positive
2446,Let it snow,[],Neutral
2447,Hahahahahahwhahhahwhwhwhwhwhwhahahahaha,[],Neutral
2448,yellows Earlier today with the C E O of Eat N Go and my brothers Sadeeqkurfi iamdihealer amp its hammadrabiu at the opening ceremon,[],Neutral
2449,rishFor rump Why can t we treat the Covid virus like the flu We have a vaccine you have the choice to take it or not just like the,"['like', 'virus']",Neutral
2450,UKDefJournal hat will brighten the place up a bit on a cold winters night add a nice glow to the night sky,"['brighten', 'glow', 'nice', 'cold']",Positive
2451,hillsongunited Precious blood has left me forgiven Pure like the whitest of snow Powerful to make sin and shame retreat his covenant,"['covenant', 'like', 'powerful', 'precious', 'pure', 'retreat', 'shame', 'sin']",Positive
2452,ubyFN P snow hi,[],Neutral
2453,iansimon nikkuraku Need my Cold War carries,['cold'],Negative
2454,KCA MOUCHE We don t ask for cold drinks in a drive through We only ask for cold drinks at functions we ask for shit by name i,"['cold', 'shit']",Negative
2455,defdaily th Scene 3 6 Cold Night Feat HNM Def Jomalxne DEFSOUL Jomalxne HNM HNM DEF,"['feat', 'cold']",Neutral
2456,there s no reason my house should be so cold i need 3 thick ass covers,['cold'],Negative
2457,wara3 usagi EQUES SnowMan M V FridayLivestream ZE O 2020 he Movie 20,[],Neutral
2458,shadow57831 ori Welles vs Aurora Snow toriwelles aurorasnow,[],Neutral
2459,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2460,SPCA Frontline 1 Cub Bat Squirrel Who knew his little bundle had been found by a member of public and taken to a vet in L,[],Neutral
2461,nycsouthpaw I m not saying that no one who has a Signal account is dumb enough to write all this out and send it cold before establi,"['enough', 'cold', 'dumb']",Negative
2462,shinchocalendar Snow Man 2021 4 2022 3 Johnnys Official 9,[],Neutral
2463,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
2464,rishFor rump Exactly the reason Im asking this question there s no difference now between Covid amp a vaccine amp the FLU amp a vaccine,[],Neutral
2465,modelpress Snow Man steady,['steady'],Positive
2466,carolkirkwood bbcweather BBCBreakfast What a difference a day makes Woke up to see there s been a small snow sh,[],Neutral
2467,HeinzUK Introducing Smoup A tasty blend of the iconic Heinz Cream of omato Soup and classic Strawberry and Banana innocent Smo,['classic'],Positive
2468,FilGermanCouple JawharGolden Even when you got flu vaccine every year nagkakaroon ka pa din ng flu same as havin,['din'],Negative
2469,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
2470,Snow forecast for Sunday Behave yourself,[],Neutral
2471,COVID19 lockdown OpenOurCountry,[],Neutral
2472,DJ histle01 his thread is becoming a great IQ check though Kudos to Dennahz for knowing his masks D Shame on,"['great', 'kudos', 'shame']",Positive
2473,oricon Snow Man SnowMan honeylemo,[],Neutral
2474,An2Snow KevanKenney M V EQUES SnowMan M V FridayLivestream hank you for another It s Snow Man s Make It Hot song It s fun,"['fun', 'hot']",Positive
2475,maxollieandme Well last night I sat out side and talked to my neighbours across the low fence and Brrr it was cold My wheat bags wher,"['well', 'cold']",Neutral
2476,SnowMan tube 1100 2 Snow Man Lock on dance ver 2019 05 29 SnowMan,[],Neutral
2477,HO Chain And you thought UNE was a joke brb just going to create a liquidity pool with cold hard native Bitcoin UNE bitcoin,"['cold', 'hard', 'joke']",Negative
2478,PiePony1 BorisJohnson ishiSunak ScottBentonMP otally agree amp same here Still a size 10 I take vit D amp Zin,[],Neutral
2479,yunitasaa SC EAMS SNOW WHI E,[],Neutral
2480,mags9 Orgullosa de mi nidito OFFSHO E Scene3 FFSHO E Def JAEBEOM JAYBDEF,[],Neutral
2481,Def s falsettos JOMALXNE s rap on Cold Night his album chefs kiss Oh my,['cold'],Negative
2482,HLfavorito1 A whirlwind of adventure relation ships hair raising situations and cold betrayal BE AYED by Joseph Lewis J Lewi,"['betrayal', 'cold']",Negative
2483,Check out my broadcast from my PlayStation 4 PS4live Call of Duty Black Ops Cold War live at,['cold'],Negative
2484,anywaystan12 doctor who is too political now did you watch planet of the ood or thin ice or 42 or rise of the cybermen age of steel,[],Neutral
2485,he pair of three meter high mesh fences a couple of meters apart are filled and topped with coils of razor wire,[],Neutral
2486,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
2487,I despise Hu ao I need cold but she is too hot blooded I cannot smile easily but she cannot smile convincingly,"['convincingly', 'hot', 'smile', 'cold', 'despise']",Positive
2488,celinatee Check out my broadcast from my PlayStation 4 PS4live Call of Duty Black Ops Cold War live at,['cold'],Negative
2489,onigiri for9 KevanKenney M V EQUES SnowMan M V FridayLivestream 21 00 Snow Man Snow Ma,[],Neutral
2490,Myanmar Now Eng After soldiers murdered him in cold blood on CC V military claims teenager died falling from motorbike Kyaw Min Latt,"['cold', 'died', 'falling']",Negative
2491,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
2492,BK BeatYourBest BK B C,[],Neutral
2493,snow piercer got me messed up rn bro,['messed'],Negative
